protein_id,chain,sequence_length
5wx3_B,B,363
5wx3_C,C,353
5wx3_D,D,370
5wx6_A,A,363
5wx6_B,B,376
5wx6_C,C,368
5wx6_D,D,375
5wx7_A,A,370
5wx7_B,B,368
5wx7_C,C,376
5wx7_D,D,368
5wxi_A,A,378
5wxi_B,B,375
5wxj_A,A,374
5wxj_B,B,372
5wxk_A,A,375
5wxu_A,A,399
5wxu_B,B,400
5wxu_C,C,397
5wxu_D,D,396
5wxu_E,E,397
5wxu_F,F,398
5wz3_A,A,565
5wze_A,A,442
5wze_B,B,449
5wze_C,C,442
5wze_D,D,444
5wzq_A,A,610
5wzq_B,B,611
5x03_A,A,363
5x03_B,B,365
5x1a_A,A,493
5x1i_A,A,452
5x1i_B,B,450
5x1i_C,C,448
5x1j_A,A,455
5x1j_B,B,451
5x1j_C,C,455
5x1l_A,A,455
5x1l_B,B,447
5x1l_C,C,450
5x1m_A,A,456
5x1m_B,B,447
5x1m_C,C,455
5x1n_A,A,460
5x1n_B,B,454
5x23_A,A,463
5x2a_B,B,322
5x2a_C,C,303
5x2l_A,A,305
5x2l_B,B,307
5x2x_A,A,392
5x2x_B,B,392
5x2x_C,C,392
5x2x_D,D,398
5x2y_A,A,391
5x2y_B,B,391
5x2y_C,C,381
5x2y_D,D,389
5x2z_A,A,392
5x2z_B,B,392
5x2z_C,C,392
5x2z_D,D,396
5x30_A,A,391
5x30_B,B,392
5x30_C,C,392
5x30_D,D,398
5x49_A,A,441
5x49_B,B,441
5x4k_A,A,464
5x4r_A,A,333
5x4t_A,A,350
5x4u_A,A,350
5x4v_A,A,350
5x5h_A,A,385
5x6p_A,A,451
5x6p_B,B,444
5x6q_A,A,445
5x6r_A,A,374
5x6r_B,B,361
5x7e_A,A,404
5x7n_A,A,442
5x7n_B,B,439
5x89_A,A,337
5x8f_A,A,484
5x8f_B,B,485
5x8f_C,C,485
5x8f_D,D,484
5x8g_A,A,485
5x8g_B,B,483
5x8g_C,C,485
5x8g_D,D,483
5x8i_A,A,328
5x8i_B,B,327
5x8z_A,A,333
5x8z_B,B,333
5x9c_A,A,330
5x9c_B,B,330
5x9i_A,A,333
5x9i_B,B,333
5xao_A,A,431
5xao_C,C,431
5xau_A,A,600
5xau_D,D,594
5xav_A,A,376
5xav_B,B,378
5xb6_A,A,306
5xb6_B,B,306
5xb6_C,C,306
5xb6_D,D,306
5xb6_E,E,306
5xb6_F,F,306
5xb6_G,G,306
5xb6_H,H,306
5xb6_I,I,306
5xb6_J,J,305
5xb6_K,K,306
5xb6_L,L,306
5xb7_A,A,685
5xb7_B,B,685
5xb7_C,C,682
5xb7_D,D,685
5xb7_E,E,684
5xb7_F,F,698
5xb8_A,A,389
5xb8_B,B,388
5xb8_C,C,388
5xb8_D,D,388
5xbf_A,A,467
5xcn_X,X,312
5xcw_X,X,309
5xcy_A,A,358
5xd0_A,A,378
5xd0_B,B,378
5xdb_A,A,400
5xdb_B,B,400
5xdb_C,C,400
5xdb_D,D,400
5xdc_A,A,401
5xdc_B,B,402
5xdc_C,C,401
5xdc_D,D,396
5xdd_A,A,400
5xdd_B,B,394
5xdd_C,C,401
5xdd_D,D,400
5xde_A,A,400
5xde_B,B,400
5xde_C,C,400
5xde_D,D,400
5xdf_A,A,323
5xdf_B,B,330
5xdg_A,A,400
5xdg_B,B,400
5xdg_C,C,400
5xdg_D,D,400
5xdq_A,A,513
5xdq_N,N,513
5xdr_A,A,679
5xdt_A,A,306
5xdu_A,A,306
5xdv_A,A,305
5xdw_A,A,306
5xdx_A,A,513
5xdx_N,N,513
5xem_A,A,302
5xem_B,B,301
5xen_A,A,300
5xen_B,B,301
5xev_A,A,409
5xfe_A,A,306
5xfn_A,A,301
5xfo_A,A,315
5xfv_A,A,312
5xfv_B,B,311
5xfv_C,C,312
5xfv_D,D,313
5xfw_A,A,313
5xfw_B,B,313
5xfw_C,C,312
5xfw_D,D,315
5xgq_A,A,495
5xgq_B,B,496
5xgs_A,A,398
5xgs_B,B,398
5xgu_A,A,631
5xgu_B,B,619
5xgw_A,A,374
5xgw_B,B,374
5xgz_A,A,445
5xgz_B,B,445
5xhj_A,A,453
5xhj_B,B,453
5xhr_A,A,359
5xil_A,A,445
5xj1_A,A,453
5xjn_A,A,403
5xkx_A,A,380
5xle_L,L,533
5xlf_L,L,532
5xlg_L,L,533
5xlh_L,L,532
5xlu_A,A,358
5xlv_A,A,306
5xm3_A,A,596
5xm3_C,C,596
5xmd_A,A,320
5xmd_B,B,322
5xmd_C,C,305
5xmd_D,D,308
5xnc_A,A,353
5xnc_B,B,354
5xnc_C,C,353
5xnc_D,D,353
5xnc_E,E,353
5xnc_F,F,353
5xnc_G,G,353
5xnf_A,A,350
5xnf_B,B,350
5xnh_A,A,340
5xnh_H,H,338
5xoq_A,A,309
5xoq_B,B,309
5xps_A,A,675
5xqa_A,A,675
5xqk_A,A,675
5xrv_A,A,675
5xry_A,A,674
5xs6_A,A,675
5xs8_A,A,474
5xs8_B,B,474
5xs8_C,C,474
5xs8_D,D,474
5xsa_A,A,675
5xsb_A,A,675
5xsm_A,A,675
5xsw_A,A,485
5xsw_B,B,485
5xt0_A,A,675
5xt4_A,A,675
5xtl_A,A,674
5xts_A,A,460
5xtu_A,A,328
5xtv_A,A,675
5xtx_A,A,675
5xu2_A,A,674
5xu8_A,A,327
5xu9_A,A,675
5xuf_A,A,676
5xvb_L,L,551
5xvb_M,M,551
5xvd_L,L,550
5xvd_M,M,550
5xve_A,A,331
5xvr_A,A,381
5xvr_B,B,376
5xvt_A,A,675
5xvx_A,A,459
5xvz_A,A,675
5xvz_B,B,675
5xvz_C,C,675
5xvz_D,D,675
5xw0_A,A,459
5xw2_A,A,375
5xw4_A,A,368
5xw4_B,B,369
5xw5_A,A,362
5xw5_B,B,364
5xwc_A,A,459
5xwi_A,A,502
5xwk_A,A,530
5xwv_A,A,477
5xwv_B,B,477
5xww_A,A,477
5xww_B,B,477
5xwx_A,A,376
5xwx_B,B,376
5xxj_A,A,423
5xxl_A,A,745
5xxl_B,B,731
5xxm_A,A,749
5xxm_B,B,744
5xxq_A,A,380
5xxq_B,B,380
5xy4_A,A,678
5xy4_B,B,678
5xy4_C,C,678
5xy4_D,D,678
5xyg_A,A,323
5xyg_B,B,339
5xyh_A,A,424
5xyj_A,A,396
5xyj_B,B,396
5xyo_A,A,332
5xyo_B,B,331
5xyp_A,A,332
5xyp_B,B,331
5xyq_A,A,332
5xyq_B,B,331
5xys_A,A,331
5xys_B,B,332
5xyt_A,A,330
5xyt_B,B,332
5xyy_A,A,343
5xz7_A,A,322
5xz8_A,A,317
5xz9_A,A,321
5xza_A,A,322
5xzg_A,A,357
5xzm_A,A,673
5xzm_B,B,678
5xzm_C,C,675
5xzm_D,D,673
5xzn_A,A,678
5xzn_B,B,678
5xzn_C,C,675
5xzn_D,D,678
5xzo_A,A,335
5xzo_B,B,333
5xzu_A,A,334
5xzu_B,B,333
5y0l_A,A,331
5y0l_B,B,335
5y0m_A,A,329
5y0m_B,B,332
5y0t_A,A,412
5y0t_B,B,412
5y0t_C,C,410
5y0t_D,D,412
5y1a_A,A,314
5y1d_A,A,308
5y1d_B,B,308
5y1e_A,A,308
5y1f_A,A,311
5y1g_A,A,310
5y1i_A,A,388
5y1i_B,B,394
5y24_A,A,336
5y24_B,B,338
5y29_A,A,377
5y2a_A,A,383
5y2a_B,B,383
5y2p_A,A,302
5y2p_B,B,303
5y34_A,A,595
5y34_C,C,595
5y37_A,A,336
5y37_B,B,339
5y37_C,C,335
5y37_D,D,340
5y3e_A,A,317
5y3q_A,A,317
5y4f_A,A,415
5y4f_B,B,413
5y4i_A,A,384
5y4j_A,A,384
5y4k_A,A,380
5y4n_L,L,533
5y4z_A,A,440
5y5d_B,B,318
5y5f_A,A,400
5y5g_A,A,400
5y5h_A,A,400
5y5j_A,A,399
5y5j_B,B,399
5y5s_C,C,311
5y5s_M,M,318
5y6n_A,A,430
5y6t_A,A,361
5y6y_B,B,318
5y77_A,A,442
5y77_B,B,438
5y7a_A,A,451
5y86_A,A,391
5y8x_A,A,361
5y90_A,A,304
5y96_A,A,381
5y96_B,B,383
5yab_A,A,367
5yab_B,B,366
5yab_C,C,368
5yab_D,D,368
5yal_A,A,342
5yap_A,A,366
5yap_B,B,367
5yap_C,C,366
5yap_D,D,362
5yaq_A,A,366
5yaq_B,B,366
5yaq_C,C,366
5yaq_D,D,362
5yat_A,A,347
5yat_B,B,347
5yb5_B,B,318
5yb7_A,A,549
5yb7_B,B,549
5yb7_C,C,549
5yb7_D,D,549
5ybw_A,A,328
5ybw_B,B,324
5ye8_A,A,366
5ye8_B,B,368
5ye9_A,A,369
5ye9_B,B,371
5yea_A,A,372
5yea_B,B,371
5yee_B,B,360
5yem_A,A,678
5yem_B,B,678
5yem_C,C,678
5yem_D,D,678
5yeq_A,A,318
5yeq_B,B,318
5yf9_B,B,319
5yf9_X,X,319
5yfc_A,A,690
5yfc_B,B,690
5yfd_A,A,689
5yfd_B,B,689
5ygg_A,A,310
5yia_A,A,328
5yic_A,A,328
5yii_A,A,311
5yj2_A,A,302
5yj2_B,B,302
5yj2_C,C,302
5yj2_D,D,302
5yj6_A,A,636
5yj7_A,A,483
5yj7_B,B,488
5yj7_C,C,490
5yj7_D,D,483
5yja_B,B,301
5yjw_A,A,454
5ykp_A,A,305
5ykr_A,A,452
5ykr_B,B,452
5ykt_A,A,453
5ykt_B,B,453
5yl7_A,A,339
5ylc_A,A,329
5yle_A,A,330
5ylf_A,A,329
5yll_A,A,309
5yll_B,B,309
5ylw_A,A,466
5ym0_A,A,520
5ynt_A,A,300
5ynt_B,B,312
5ynu_B,B,311
5ynv_A,A,301
5ynv_B,B,313
5ynw_A,A,301
5ynw_B,B,312
5yo8_A,A,349
5yo8_B,B,346
5yot_A,A,754
5yot_B,B,754
5yp4_A,A,724
5yp4_B,B,724
5yp4_C,C,687
5yp4_D,D,714
5ypu_A,A,352
5ypu_C,C,353
5ypv_A,A,314
5yq0_A,A,301
5yq0_B,B,301
5yq0_C,C,304
5yq0_D,D,301
5yq0_E,E,301
5yq0_F,F,301
5yq0_G,G,301
5yq0_H,H,301
5yqa_A,A,393
5yqw_A,A,532
5yr4_A,A,304
5yr5_A,A,304
5yr6_A,A,304
5yrt_A,A,551
5yrt_D,D,551
5yrt_G,G,554
5yrt_J,J,554
5yrv_A,A,551
5yrv_D,D,551
5yrv_G,G,554
5yrv_J,J,551
5ys1_A,A,461
5yse_A,A,387
5yse_B,B,387
5ysf_A,A,388
5ysf_B,B,389
5ysh_A,A,551
5ysh_D,D,550
5ysh_G,G,550
5ysh_J,J,551
5ysm_A,A,364
5ysx_A,A,309
5ysz_A,A,327
5yt0_A,A,331
5ytd_A,A,539
5ytf_A,A,539
5yu0_A,A,344
5yu0_B,B,344
5yu0_C,C,344
5yu0_D,D,344
5yu1_A,A,344
5yu1_B,B,344
5yu1_C,C,344
5yu1_D,D,344
5yu3_A,A,344
5yu3_B,B,344
5yu3_C,C,344
5yu3_D,D,344
5yu9_A,A,302
5yu9_C,C,306
5yu9_D,D,300
5yuq_A,A,370
5yuq_B,B,370
5yus_A,A,342
5yus_F,F,342
5yuu_A,A,342
5yuu_F,F,342
5yuy_A,A,342
5yuy_F,F,342
5yuz_A,A,342
5yuz_F,F,342
5yv2_A,A,342
5yv2_F,F,342
5yvr_A,A,403
5ywm_X,X,313
5yxg_B,B,306
5yxt_A,A,379
5yxt_B,B,379
5yxt_C,C,379
5yxt_D,D,379
5yyc_A,A,368
5yyc_C,C,368
5yz5_A,A,492
5yzh_A,A,412
5yzh_B,B,409
5yzo_A,A,649
5yzo_B,B,644
5yzo_C,C,643
5yzo_D,D,643
5z01_A,A,305
5z05_A,A,361
5z0c_A,A,367
5z0t_A,A,637
5z0t_B,B,637
5z0u_A,A,626
5z1a_A,A,655
5z1b_A,A,627
5z1b_B,B,620
5z1b_C,C,624
5z1b_D,D,622
5z1o_A,A,316
5z1o_B,B,316
5z1x_A,A,495
5z1x_B,B,495
5z1z_A,A,315
5z1z_B,B,314
5z1z_C,C,316
5z1z_D,D,311
5z22_A,A,494
5z2x_A,A,342
5z2x_B,B,342
5z33_A,A,375
5z3a_A,A,371
5z3b_A,A,371
5z3c_A,A,371
5z3d_A,A,370
5z3e_A,A,371
5z3f_A,A,371
5z3k_A,A,465
5z3k_B,B,474
5z3n_A,A,539
5z3s_A,A,361
5z4a_A,A,351
5z4c_A,A,349
5z4d_A,A,351
5z4j_A,A,349
5z4m_A,A,350
5z4t_A,A,309
5z4t_B,B,309
5z4v_A,A,361
5z4w_A,A,361
5z5d_A,A,504
5z5h_A,A,504
5z5i_A,A,504
5z5o_A,A,308
5z66_A,A,512
5z6b_A,A,393
5z6c_A,A,376
5z6t_A,A,317
5z6t_B,B,317
5z6u_A,A,318
5z6u_B,B,318
5z73_A,A,422
5z73_B,B,416
5z74_A,A,430
5z74_B,B,421
5z7m_A,A,540
5z7n_A,A,540
5z7o_A,A,540
5z7p_A,A,540
5z83_A,A,408
5z83_B,B,408
5z84_A,A,513
5z84_N,N,513
5z85_A,A,513
5z85_N,N,513
5z86_A,A,513
5z86_N,N,513
5z8a_A,A,408
5z8a_B,B,408
5z8h_A,A,333
5z8k_A,A,408
5z8k_B,B,408
5z99_A,A,485
5z9j_A,A,391
5z9j_B,B,367
5z9j_C,C,392
5z9j_D,D,373
5z9t_A,A,499
5z9t_B,B,499
5za0_A,A,330
5za2_A,A,354
5za2_B,B,355
5zbd_A,A,414
5zbd_B,B,411
5zbr_A,A,329
5zbr_B,B,330
5zbr_C,C,324
5zc9_A,A,378
5zca_A,A,383
5zcc_A,A,545
5zcd_A,A,545
5zce_A,A,545
5zci_A,A,320
5zci_B,B,322
5zcm_A,A,329
5zco_A,A,513
5zco_N,N,513
5zcp_A,A,513
5zcp_N,N,513
5zcq_A,A,513
5zcq_N,N,513
5ze7_A,A,345
5ze7_B,B,349
5ze8_A,A,385
5zec_A,A,342
5zec_B,B,342
5zeq_A,A,304
5zf4_A,A,366
5zf7_A,A,366
5zf8_A,A,366
5zf9_A,A,366
5zfa_A,A,366
5zfb_A,A,367
5zfk_A,A,350
5zfk_B,B,349
5zhb_A,A,388
5zhb_B,B,389
5zi2_A,A,339
5zi2_B,B,339
5zib_A,A,579
5zj0_A,A,301
5zjg_A,A,338
5zjg_C,C,336
5zjv_A,A,330
5zks_A,A,440
5zkw_A,A,417
5zkw_B,B,422
5zkw_C,C,412
5zkw_D,D,438
5zkw_E,E,436
5zkw_F,F,420
5zl5_A,A,438
5zl5_B,B,438
5zl5_C,C,437
5zl5_D,D,438
5zl5_E,E,436
5zl5_F,F,435
5zla_A,A,439
5zla_B,B,441
5zla_C,C,438
5zla_D,D,437
5zla_E,E,436
5zla_F,F,436
5zlc_A,A,333
5zlj_A,A,503
5zlm_A,A,502
5zm0_A,A,491
5zn0_A,A,327
5zn1_A,A,327
5zn2_A,A,324
5zn3_A,A,324
5zn4_A,A,327
5zn5_A,A,327
5zn6_A,A,680
5zn6_B,B,682
5zn6_C,C,676
5zn6_D,D,680
5zn6_E,E,675
5zn6_F,F,675
5zn6_G,G,677
5zn6_H,H,676
5znj_A,A,563
5znm_A,A,358
5znm_B,B,357
5znt_A,A,379
5zoo_G,G,387
5zou_A,A,619
5zou_B,B,619
5zow_A,A,619
5zow_B,B,619
5zox_A,A,619
5zox_B,B,619
5zoy_A,A,619
5zoy_B,B,619
5zoz_A,A,619
5zoz_B,B,619
5zp0_A,A,619
5zp0_B,B,619
5zp1_A,A,619
5zp1_B,B,619
5zp2_A,A,619
5zp2_B,B,619
5zp3_A,A,619
5zp3_B,B,619
5zp4_A,A,619
5zp4_B,B,619
5zp5_A,A,619
5zp5_B,B,619
5zp6_A,A,619
5zp6_B,B,619
5zp7_A,A,619
5zp7_B,B,619
5zp8_A,A,619
5zp8_B,B,619
5zp9_A,A,619
5zp9_B,B,619
5zpa_A,A,619
5zpa_B,B,619
5zpb_A,A,619
5zpb_B,B,619
5zpc_A,A,619
5zpc_B,B,619
5zpd_A,A,619
5zpd_B,B,619
5zpe_A,A,619
5zpe_B,B,619
5zpf_A,A,619
5zpf_B,B,619
5zpg_A,A,619
5zpg_B,B,619
5zph_A,A,619
5zph_B,B,619
5zpi_A,A,619
5zpi_B,B,619
5zpj_A,A,619
5zpj_B,B,619
5zpk_A,A,619
5zpk_B,B,619
5zpl_A,A,619
5zpl_B,B,619
5zpm_A,A,619
5zpm_B,B,619
5zpn_A,A,619
5zpn_B,B,619
5zpo_A,A,619
5zpo_B,B,619
5zpp_A,A,619
5zpp_B,B,619
5zpq_A,A,619
5zpq_B,B,619
5zpr_A,A,619
5zpr_B,B,619
5zps_A,A,619
5zps_B,B,619
5zpt_A,A,619
5zpt_B,B,619
5zq0_A,A,453
5zqj_A,A,535
5zqj_B,B,533
5zqs_A,A,533
5zqs_B,B,530
5zqx_A,A,536
5zqx_B,B,533
5zqx_C,C,535
5zqx_D,D,533
5zqy_A,A,346
5zru_A,A,576
5zru_C,C,576
5zt4_A,A,391
5zt5_A,A,392
5ztx_A,A,424
5ztx_B,B,435
5zu5_A,A,493
5zum_A,A,523
5zum_B,B,527
5zuq_A,A,307
5zus_A,A,305
5zus_B,B,306
5zuy_A,A,392
5zv7_A,A,305
5zv7_B,B,306
5zv9_A,A,308
5zv9_B,B,311
5zvc_A,A,308
5zvc_B,B,311
5zvr_A,A,387
5zvx_A,A,392
5zw2_A,A,383
5zw7_A,A,383
5zw8_A,A,383
5zwq_A,A,387
5zwq_B,B,387
5zwr_A,A,389
5zwr_B,B,387
5zwu_A,A,341
5zwy_A,A,307
5zwy_B,B,325
5zxm_A,A,390
5zxm_B,B,390
5zxn_A,A,325
5zxn_B,B,324
5zyc_A,A,384
5zyd_A,A,384
5zye_A,A,384
5zyn_B,B,471
5zz1_A,A,677
5zz1_B,B,678
5zz1_C,C,678
5zz1_D,D,678
5zza_A,A,372
5zzd_A,A,387
5zzd_B,B,387
5zzp_A,A,343
5zzq_A,A,355
5zzr_A,A,334
5zzs_A,A,333
5zzt_A,A,331
5zzx_A,A,333
5zzy_A,A,333
5zzz_A,A,331
6a00_A,A,334
6a01_A,A,333
6a08_A,A,335
6a0b_A,A,332
6a0d_A,A,327
6a0e_A,A,305
6a0e_B,B,304
6a0g_A,A,331
6a0i_A,A,305
6a0i_B,B,304
6a0j_A,A,442
6a0k_A,A,450
6a0k_B,B,442
6a0m_A,A,330
6a0o_A,A,332
6a0p_A,A,411
6a0r_A,A,332
6a0r_B,B,331
6a0s_A,A,331
6a0s_B,B,331
6a0t_A,A,331
6a0t_B,B,332
6a0u_A,A,331
6a0u_B,B,331
6a0v_A,A,335
6a0y_A,A,334
6a11_A,A,334
6a13_A,A,332
6a15_A,A,439
6a16_A,A,439
6a19_A,A,334
6a1a_A,A,335
6a1b_A,A,334
6a1c_A,A,334
6a1d_A,A,516
6a1e_A,A,512
6a1f_A,A,345
6a1h_A,A,332
6a1i_A,A,522
6a1l_A,A,332
6a1m_A,A,326
6a1n_A,A,332
6a1p_A,A,332
6a1r_A,A,332
6a1w_A,A,334
6a21_A,A,333
6a23_A,A,333
6a24_A,A,354
6a2a_A,A,528
6a2a_B,B,520
6a2c_A,A,518
6a2c_B,B,510
6a2d_A,A,519
6a2d_B,B,510
6a32_A,A,336
6a36_A,A,331
6a39_A,A,330
6a3d_A,A,327
6a3f_A,A,381
6a3f_B,B,383
6a3g_A,A,372
6a3g_B,B,372
6a3g_C,C,374
6a3g_D,D,371
6a3h_A,A,300
6a3j_A,A,373
6a3j_B,B,373
6a3j_C,C,378
6a3j_D,D,373
6a3x_A,A,515
6a40_A,A,498
6a48_A,A,651
6a4h_A,A,329
6a4y_A,A,594
6a50_A,A,527
6a50_B,B,527
6a5c_A,A,383
6a5k_A,A,460
6a6m_A,A,589
6a6q_A,A,344
6a6s_A,A,423
6a6t_A,A,429
6a6u_A,A,431
6a8a_A,A,327
6a8a_B,B,327
6a8c_A,A,327
6a8c_B,B,327
6a8h_A,A,315
6a8i_A,A,318
6a8i_B,B,318
6a8m_A,A,442
6a8q_A,A,323
6a8q_B,B,323
6a8q_C,C,323
6a8q_D,D,323
6a9s_A,A,342
6aaa_A,A,540
6aaa_B,B,536
6aae_A,A,308
6aae_B,B,314
6aav_A,A,536
6aav_B,B,535
6abj_A,A,328
6abj_B,B,329
6abp_A,A,305
6abv_A,A,367
6abw_A,A,369
6abx_A,A,370
6abx_B,B,370
6aby_A,A,372
6aby_B,B,371
6aci_A,A,304
6ad3_A,A,450
6adi_A,A,418
6adi_B,B,407
6adx_A,A,430
6ady_A,A,428
6aec_A,A,330
6aeh_A,A,329
6aek_A,A,726
6ael_A,A,725
6af6_A,A,383
6agm_A,A,334
6agm_B,B,334
6agm_C,C,334
6agm_D,D,334
6agt_A,A,495
6agt_B,B,506
6agt_C,C,499
6agt_D,D,485
6agz_A,A,386
6agz_B,B,386
6ahi_A,A,305
6ahi_B,B,305
6aii_A,A,330
6aik_A,A,310
6aik_B,B,308
6aip_A,A,310
6aip_B,B,310
6aix_A,A,358
6aiy_A,A,358
6ak5_A,A,331
6ak6_A,A,330
6ak8_A,A,327
6ak9_A,A,327
6akh_A,A,327
6akz_A,A,451
6alj_A,A,492
6alj_B,B,492
6alj_C,C,492
6alj_D,D,492
6alm_A,A,338
6aln_A,A,327
6alo_A,A,337
6alp_A,A,338
6alq_A,A,337
6alr_A,A,337
6am7_A,A,383
6am7_B,B,378
6am7_C,C,383
6am7_D,D,380
6am8_A,A,383
6am8_B,B,385
6am8_C,C,387
6am8_D,D,376
6amc_A,A,386
6amc_B,B,382
6amc_C,C,386
6amc_D,D,381
6amh_A,A,388
6amh_B,B,391
6amh_C,C,385
6amh_D,D,385
6ami_A,A,382
6ami_B,B,386
6ami_C,C,384
6ami_D,D,383
6aml_A,A,313
6aml_G,G,314
6an0_A,A,433
6anl_A,A,338
6ao1_A,A,354
6ao1_B,B,353
6ao1_C,C,353
6ao1_D,D,352
6ao8_A,A,569
6aoc_A,A,555
6aoc_B,B,425
6aoc_C,C,557
6aoc_D,D,416
6aon_A,A,473
6aon_B,B,473
6aor_A,A,317
6aot_A,A,317
6aou_A,A,317
6aov_A,A,317
6aph_A,A,432
6aqj_A,A,326
6aqj_B,B,326
6aqp_A,A,396
6aqp_B,B,395
6aqp_C,C,398
6aqp_D,D,396
6are_A,A,398
6are_B,B,396
6are_C,C,394
6are_D,D,398
6arf_A,A,395
6arf_B,B,397
6arf_C,C,396
6arf_D,D,395
6arg_A,A,395
6arg_B,B,396
6arg_C,C,396
6arg_D,D,395
6arh_A,A,300
6arh_B,B,303
6arh_C,C,300
6arh_D,D,301
6arj_A,A,344
6arj_B,B,344
6arj_C,C,344
6arj_D,D,343
6arl_A,A,394
6arl_B,B,398
6arl_C,C,395
6arl_D,D,395
6arr_A,A,395
6arr_B,B,396
6arr_C,C,396
6arr_D,D,395
6arv_A,A,344
6arv_B,B,344
6arv_C,C,344
6arv_D,D,344
6as6_A,A,712
6asi_A,A,529
6ask_A,A,430
6asl_A,A,430
6asm_A,A,527
6asn_A,A,527
6asy_A,A,606
6asy_B,B,606
6at2_A,A,535
6at3_A,A,535
6at3_B,B,534
6at4_A,A,535
6at4_B,B,534
6atj_A,A,306
6au1_A,A,353
6au1_B,B,353
6au6_A,A,343
6auq_A,A,407
6auq_B,B,411
6aur_A,A,407
6aur_B,B,411
6aus_A,A,407
6aus_B,B,411
6aut_A,A,407
6aut_B,B,411
6auu_A,A,410
6auu_B,B,411
6auv_A,A,411
6auv_B,B,413
6auw_A,A,407
6auw_B,B,411
6aux_A,A,407
6aux_B,B,411
6auy_A,A,415
6auy_B,B,409
6auz_A,A,413
6auz_B,B,408
6av0_A,A,413
6av0_B,B,409
6av3_A,A,413
6av3_B,B,408
6av4_A,A,415
6av4_B,B,409
6av5_A,A,413
6av5_B,B,409
6av7_A,A,404
6av7_B,B,402
6av7_C,C,401
6av7_D,D,402
6awa_A,A,475
6awa_B,B,475
6axb_A,A,715
6axe_A,A,729
6axe_B,B,724
6axm_A,A,340
6axn_A,A,340
6axu_A,A,340
6ayb_A,A,447
6b04_A,A,341
6b04_B,B,338
6b04_C,C,335
6b07_A,A,341
6b07_B,B,338
6b07_C,C,334
6b11_A,A,384
6b11_B,B,382
6b1b_A,A,510
6b1b_B,B,509
6b1e_A,A,728
6b1e_B,B,728
6b1m_A,A,378
6b1m_B,B,378
6b1n_A,A,377
6b1n_B,B,378
6b1o_A,A,728
6b1o_B,B,728
6b1z_A,A,495
6b2f_A,A,317
6b2f_G,G,325
6b2r_A,A,344
6b2r_B,B,338
6b2s_A,A,344
6b2s_B,B,338
6b2y_A,A,338
6b2y_B,B,331
6b3a_A,A,631
6b3b_A,A,624
6b3v_A,A,352
6b4o_A,A,451
6b4o_B,B,448
6b4o_C,C,449
6b4o_D,D,450
6b5f_A,A,344
6b5f_B,B,336
6b6g_A,A,461
6b6g_B,B,462
6b6g_C,C,462
6b6g_D,D,462
6b6l_A,A,716
6b6l_B,B,715
6b6u_A,A,522
6b6u_B,B,519
6b6w_A,A,626
6b6w_B,B,628
6b6x_A,A,624
6b6x_B,B,625
6b7m_A,A,312
6b7o_A,A,313
6b7p_A,A,303
6b7p_B,B,307
6b8d_A,A,379
6b8y_A,A,305
6b96_A,A,343
6b96_B,B,347
6b97_A,A,343
6b97_B,B,348
6b98_A,A,344
6b98_B,B,349
6b9d_A,A,379
6b9d_B,B,380
6b9e_A,A,392
6b9e_B,B,387
6b9f_A,A,411
6b9f_B,B,422
6b9r_A,A,442
6b9r_B,B,442
6b9r_C,C,446
6b9r_D,D,442
6baf_A,A,303
6bak_A,A,303
6bb0_A,A,323
6bb0_B,B,324
6bb0_C,C,325
6bb0_D,D,327
6bbl_A,A,477
6bbl_B,B,522
6bbl_C,C,477
6bbl_D,D,522
6bd9_A,A,542
6bd9_B,B,564
6bdl_A,A,334
6bdl_B,B,334
6bdn_A,A,307
6bdy_A,A,326
6bea_A,A,433
6bel_A,A,326
6bem_A,A,326
6bfd_A,A,393
6bfd_B,B,389
6bfe_A,A,393
6bfe_B,B,389
6bfw_A,A,393
6bfw_B,B,387
6bfx_A,A,389
6bfx_B,B,388
6bfy_A,A,439
6bfy_B,B,438
6bfy_C,C,439
6bfy_D,D,438
6bfy_E,E,438
6bfy_F,F,438
6bg2_A,A,335
6bg2_B,B,325
6bg2_C,C,334
6bg2_D,D,327
6bg3_A,A,366
6bg5_A,A,366
6bgd_A,A,373
6bgu_A,A,309
6bgv_A,A,309
6bgw_A,A,309
6bgx_A,A,308
6bh3_A,A,302
6bh7_A,A,307
6bh7_G,G,327
6bhk_A,A,317
6bhk_B,B,319
6bhk_E,E,318
6bhk_G,G,315
6bhl_A,A,319
6bhl_G,G,318
6bii_A,A,332
6bii_B,B,332
6bj9_A,A,385
6bj9_B,B,385
6bja_A,A,381
6bjb_A,A,384
6bjb_B,B,384
6bk0_A,A,443
6bk1_A,A,440
6bk2_A,A,447
6bk7_A,A,380
6bk7_B,B,380
6bka_A,A,373
6bkn_A,A,317
6bko_A,A,317
6bkr_A,A,317
6bks_A,A,317
6bkt_A,A,317
6bkx_A,A,414
6bkx_B,B,416
6bkx_C,C,417
6bl2_A,A,416
6bl2_B,B,416
6bl2_C,C,416
6blb_A,A,311
6bld_A,A,414
6bm5_A,A,325
6bm6_A,A,325
6bn2_A,A,391
6bnc_A,A,335
6bnc_B,B,335
6bnd_A,A,335
6bnd_B,B,335
6bni_A,A,502
6bni_B,B,499
6boj_A,A,335
6boj_B,B,335
6boj_C,C,338
6boj_D,D,335
6bp0_A,A,317
6bp0_B,B,304
6bp0_C,C,315
6bp0_D,D,311
